Title,Designation,Score,Pos_Val,Neg_Val,Neu_Val
Canal Reminiscences: Recollections of Travel in the Old Days on the James River &amp; Kanawha Canal,pos,55.55555555555556,0.5555555555555556,0.1875,0.2569444444444444
A Confederate Girl's Diary,pos,42.656852436032246,0.42656852436032244,0.3687346652646337,0.2046968103750438
Country Life in Georgia in the Days of My Youth,pos,47.687446136167765,0.47687446136167766,0.315713875323183,0.20741166331513933
Destruction and Reconstruction: Personal Experiences of the Late War,pos,41.611670718999655,0.41611670718999655,0.39736019451198334,0.18652309829802013
"A Diary from Dixie, as Written by Mary Boykin Chesnut, Wife of James Chesnut, Jr., United States Senator from South Carolina, 1859-1861, and Afterward an Aide to Jefferson Davis and a Brigadier-General in the Confederate Army",pos,38.671328671328666,0.3867132867132867,0.3305361305361305,0.28275058275058274
Diary of a Refugee,pos,65.19174041297934,0.6519174041297935,0.24041297935103245,0.10766961651917405
Diary of a Tar Heel Confederate Soldier,neg,35.687263556116015,0.2042875157629256,0.35687263556116017,0.43883984867591425
The Diary of Bartlett Yancey Malone,pos,37.327188940092164,0.37327188940092165,0.3456221198156682,0.28110599078341014
"Diary of Belle Edmondson, January - November, 1864",pos,49.43693693693694,0.49436936936936937,0.3108108108108108,0.19481981981981983
"Diary of Brigadier-General Marcus J. Wright, C.S.A.: April 23, 1861 - February 26, 1863",neg,28.846153846153843,0.16025641025641027,0.28846153846153844,0.5512820512820513
"Diary, 1864-1865: (Transcript)",neg,37.41721854304636,0.3498896247240618,0.3741721854304636,0.27593818984547464
The End of an Era,pos,46.37607704004055,0.4637607704004055,0.3053725291434364,0.23086670045615815
"Experience and Personal Narrative of Uncle Tom Jones; Who Was for Forty Years a Slave. Also the Surprising Adventures of Wild Tom, of the Island Retreat, a Fugitive Negro from South Carolina",pos,45.0,0.45,0.36428571428571427,0.18571428571428572
"Experience of a Confederate Chaplain, 1861-1864",pos,27.63779527559055,0.2763779527559055,0.17716535433070865,0.5464566929133858
The Experience of a Slave in South Carolina,neg,38.49878934624697,0.3728813559322034,0.38498789346246975,0.24213075060532688
"The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-Three Years. Written by a Friend, as Related to Him by Brother Jones",pos,50.90562440419447,0.5090562440419447,0.18684461391801716,0.30409914204003813
"The Experience of Thomas H. Jones, who was a Slave for Forty-Three Years",pos,57.02479338842975,0.5702479338842975,0.21074380165289255,0.2190082644628099
"Extracts of Letters of Major-Gen'l Bryan Grimes to His Wife: Written While in Active Service in the Army of Northern Virginia: Together with Some Personal Recollections of the War, Written by Him After its Close, etc.",neg,48.53333333333333,0.3,0.48533333333333334,0.21466666666666667
Fagots from the Campfire,pos,39.74895397489539,0.39748953974895396,0.3728033472803347,0.2297071129707113
"Ferry Hill Plantation Journal: January 4, 1838 - January 15, 1839",pos,20.98765432098765,0.20987654320987653,0.1934156378600823,0.5967078189300411
"Fifty Years in Chains, or, The Life of an American Slave",pos,43.73499759961594,0.4373499759961594,0.3307729236677868,0.23187710033605377
Finding a Way Out: An Autobiography,pos,62.66937669376694,0.6266937669376694,0.1856368563685637,0.18766937669376693
"Forget-me-nots of the Civil War; A Romance, Containing Reminiscences and Original Letters of Two Confederate Soldiers",pos,48.13186813186813,0.48131868131868133,0.26978021978021977,0.2489010989010989
Four Years under Marse Robert,pos,48.058088483620395,0.480580884836204,0.3674434312732185,0.1519756838905775
"From Flag to Flag: A Woman's Adventures and Experiences in the South During the War, in Mexico, and in Cuba",pos,48.67256637168141,0.48672566371681414,0.32947583390061264,0.18379850238257317
"From Log Cabin to the Pulpit, or, Fifteen Years in Slavery",pos,46.141348497156784,0.4614134849715678,0.255889520714866,0.2826969943135662
A Girl's Life in Virginia Before the War,pos,56.57015590200446,0.5657015590200446,0.24387527839643652,0.19042316258351893
A Grandmother's Recollections of Dixie,pos,55.79937304075236,0.5579937304075235,0.2852664576802508,0.15673981191222572
The Heart of a Soldier: As Revealed in the Intimate Letters of Genl. George E. Pickett C.S.A.,pos,50.56818181818182,0.5056818181818182,0.31477272727272726,0.17954545454545454
The Heir of Slaves: An Autobiography,pos,48.676171079429736,0.48676171079429736,0.24236252545824846,0.2708757637474542
History of Corporal Fess Whitaker,pos,42.933618843683085,0.42933618843683086,0.30620985010706636,0.2644539614561028
"How a One-Legged Rebel Lives: Reminiscences of the Civil War: The Story of the Campaigns of Stonewall Jackson, as Told by a High Private in the ""Foot Cavalry"": From Alleghany Mountain to Chancellorsville: With the Complete Regimental Rosters of Both the Great Armies at Gettysburg",pos,44.992050874403816,0.44992050874403816,0.43720190779014306,0.11287758346581876
How It Was: Four Years Among the Rebels,pos,49.413735343383586,0.49413735343383586,0.2981574539363484,0.20770519262981574
Humorous Incidents of the Civil War,pos,37.11340206185567,0.3711340206185567,0.29896907216494845,0.32989690721649484
Incidents in the Life of a Slave Girl. Written by Herself,pos,46.36707265854683,0.4636707265854683,0.3023939521209576,0.23393532129357414
"Journal of Meta Morris Grimball: South Carolina, December 1860-February 1866",pos,44.993968636911944,0.4499396863691194,0.36550060313630883,0.18455971049457176
The Last Flag of Truce,pos,52.17391304347826,0.5217391304347826,0.2898550724637681,0.18840579710144928
Lieutenant General Jubal Anderson Early C.S.A.: Autobiographical Sketch and Narrative of the War between the States,neg,47.30568661534641,0.28830394834864664,0.4730568661534641,0.23863918549788926
Life Gleanings,pos,59.82028241335045,0.5982028241335045,0.2079589216944801,0.19383825417201542
Life in the Confederate Army: Being Personal Experiences of a Private Soldier in the Confederate Army ; and Some Experiences and Sketches of Southern Life,neg,41.26794258373206,0.35406698564593303,0.4126794258373206,0.2332535885167464
"Life of George M. Horton. The Colored Bard of North Carolina from ""The Poetical Works of George M. Horton, the Colored Bard of North Carolina, to which is Prefixed the Life of the Author, written by himself.""",pos,52.054794520547944,0.5205479452054794,0.3013698630136986,0.1780821917808219
Life of Isaac Mason as a Slave,pos,42.857142857142854,0.42857142857142855,0.2757475083056478,0.2956810631229236
"Life of Lucius B. Compton, the Mountain Evangelist, or, From the Depths of Sin to the Heights of Holiness",pos,54.876462938881666,0.5487646293888166,0.2964889466840052,0.15474642392717816
Marion Harland's Autobiography: The Story of a Long Life,pos,54.91626148028092,0.5491626148028093,0.21961102106969205,0.23122636412749864
Marse Henry: An Autobiography. Volume I,pos,50.06605019815059,0.5006605019815059,0.25297225891677677,0.24636723910171732
Marse Henry: An Autobiography. Volume II,pos,54.53895639742673,0.5453895639742673,0.22873481057898498,0.22587562544674766
"Memoir and Memorials: Elisha Franklin Paxton, Brigadier-General, C.S.A.; Composed of his Letters from Camp and Field While an Officer in the Confederate Army, with an Introductory and Connecting Narrative Collected and Arranged by his Son, John Gallatin Paxton",pos,48.57859531772576,0.48578595317725753,0.3411371237458194,0.17307692307692307
"Memoirs of a Southern Woman ""Within the Lines,"" and a Genealogical Record",pos,38.42195540308747,0.38421955403087477,0.26758147512864494,0.3481989708404803
"Memoirs of a Southerner, 1840-1923",pos,46.41975308641975,0.4641975308641975,0.3111111111111111,0.22469135802469137
The Memoirs of Colonel John S. Mosby,neg,38.81884538818846,0.3112143331121433,0.38818845388188455,0.30059721300597214
"Memoirs of Samuel M. Janney: Late of Lincoln, Loudoun County, Va.: A Minister in the Religious Society of Friends",pos,68.68729096989966,0.6868729096989966,0.16638795986622074,0.14673913043478262
Memoirs of W. W. Holden,pos,49.85315712187959,0.4985315712187959,0.2753303964757709,0.2261380323054332
Memorials of a Southern Planter,pos,48.681948424068764,0.48681948424068766,0.24727793696275072,0.2659025787965616
Memories of Childhood's Slavery Days,pos,46.10526315789474,0.4610526315789474,0.24421052631578946,0.29473684210526313
"Military Reminiscences of Gen. Wm. R. Boggs, C.S.A.",pos,38.5896180215475,0.385896180215475,0.31243878550440746,0.30166503428011754
More Slavery at the South,pos,41.66666666666667,0.4166666666666667,0.2261904761904762,0.35714285714285715
"""Morgan's Men:"" A Narrative of Personal Experiences",pos,41.702127659574465,0.41702127659574467,0.3021276595744681,0.28085106382978725
My Beloved South,pos,62.252346193952036,0.6225234619395204,0.21550225929787972,0.16197427876259993
My Day: Reminiscences of a Long Life,pos,54.351342607570366,0.5435134260757036,0.26108055645422196,0.1954060174700744
My Imprisonment and the First Year of Abolition Rule at Washington,pos,46.05954465849387,0.46059544658493873,0.4063047285464098,0.1330998248686515
My Larger Education: Being Chapters from My Experience,pos,59.11983032873807,0.5911983032873807,0.1792152704135737,0.2295864262990456
"My Manse During the War: A Decade of Letters to the Rev. J. Thomas Murray, Editor of the Methodist Protestant",pos,40.098199672667754,0.40098199672667756,0.2896890343698854,0.309328968903437
"My Own Life, or, A Deserted Wife",pos,52.94117647058824,0.5294117647058824,0.26400560224089636,0.20658263305322128
The Narrative of Bethany Veney: A Slave Woman,pos,46.441947565543074,0.46441947565543074,0.2846441947565543,0.250936329588015
"Narrative of James Williams, an American Slave, Who Was for Several Years a Driver on a Cotton Plantation in Alabama",neg,40.666666666666664,0.2966666666666667,0.4066666666666667,0.2966666666666667
"Narrative of Prison Life at Baltimore and Johnson's Island, Ohio",neg,45.45454545454545,0.3522727272727273,0.45454545454545453,0.19318181818181818
"Narrative of the Adventures and Escape of Moses Roper, from American Slavery. With an Appendix, Containing a List of Places Visited by the Author in Great Britain and Ireland and the British Isles; and Other Matter",pos,41.889117043121146,0.4188911704312115,0.32854209445585214,0.25256673511293637
"A Narrative of the Adventures and Escape of Moses Roper, from American Slavery",pos,39.34426229508197,0.39344262295081966,0.3161592505854801,0.2903981264637002
"Narrative of the Life of Moses Grandy, Late a Slave in the United States of America",pos,43.43163538873995,0.4343163538873995,0.3190348525469169,0.24664879356568364
"Narrative of William W. Brown, an American Slave. Written by Himself",pos,38.522954091816366,0.3852295409181637,0.3253493013972056,0.2894211576846307
"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man",pos,51.008403361344534,0.5100840336134453,0.31596638655462184,0.17394957983193277
The New Slavery in the South--An Autobiography,balanced-neu,100.0,0.3,0.3,0.4
The Old Capitol and its Inmates,neg,39.60880195599022,0.38386308068459657,0.3960880195599022,0.2200488997555012
Old Plantation Days: Being Recollections of Southern Life Before the Civil War,pos,46.230158730158735,0.4623015873015873,0.2777777777777778,0.25992063492063494
The Old Plantation: How We Lived in Great House and Cabin Before the War,pos,65.59006211180125,0.6559006211180124,0.16459627329192547,0.1795031055900621
"The Old South, a Monograph",pos,64.24581005586593,0.6424581005586593,0.25977653631284914,0.09776536312849161
Old Times in Dixie Land: a Southern Matron's Memories,pos,56.896551724137936,0.5689655172413793,0.2641625615763547,0.16687192118226601
On the Old Plantation: Reminiscences of His Childhood,pos,49.80940279542567,0.49809402795425667,0.2655654383735705,0.2363405336721728
"One of Jackson's Foot Cavalry: His Experience and what He Saw During the War 1861-1865, Including a History of ""F Company,"" Richmond, Va., 21st Regiment Virginia Infantry, Second Brigade, Jackson's Division, Second Corps, A. N. Va.",neg,40.39145907473309,0.2754448398576512,0.40391459074733094,0.3206405693950178
"One of the Wonders of the Age, or, The Life and Times of Rev. Johnson Olive, Wake County, North Carolina",pos,50.994721883881446,0.5099472188388144,0.28826634185952094,0.20178643930166465
Plantation Life before Emancipation,pos,53.30776605944392,0.5330776605944392,0.25119846596356665,0.21572387344199426
"The Planter, or, Thirteen Years in the South by a Northern Man",pos,52.95774647887323,0.5295774647887324,0.3476056338028169,0.12281690140845071
"The Poetical Works of George M. Horton: The Colored Bard of North Carolina: To Which is Prefixed the Life of the Author, Written by Himself",pos,55.67765567765568,0.5567765567765568,0.358974358974359,0.08424908424908426
A Rebel's Recollections,pos,48.01084990958409,0.48010849909584086,0.37613019891500904,0.1437613019891501
Recollections and Reflections: An Auto of Half a Century and More,pos,53.297872340425535,0.5329787234042553,0.29148936170212764,0.17553191489361702
Recollections Grave and Gay,pos,58.599999999999994,0.586,0.2652,0.1488
"Recollections of a Naval Life: Including the Cruises of the Confederate States Steamers, ""Sumter"" and ""Alabama""",pos,57.818853974122,0.57818853974122,0.22365988909426987,0.19815157116451015
Recollections of a Rebel Reefer,pos,46.29820051413881,0.46298200514138815,0.3416452442159383,0.1953727506426735
Recollections of a Southern Matron,pos,58.13710099424385,0.5813710099424385,0.25745682888540034,0.16117216117216118
"Recollections of a Virginian in the Mexican, Indian, and Civil Wars",pos,51.55385270327799,0.5155385270327799,0.29799914857386123,0.18646232439335889
Reminiscences of a Mississippian in Peace and War,pos,42.464646464646464,0.42464646464646466,0.3717171717171717,0.20363636363636364
Reminiscences of a Soldier of the Orphan Brigade,pos,50.916230366492144,0.5091623036649214,0.39790575916230364,0.09293193717277487
Reminiscences of the Civil War,pos,45.86766541822722,0.45867665418227216,0.39600499375780274,0.1453183520599251
Reminiscences of the Civil War,pos,46.06741573033708,0.4606741573033708,0.33707865168539325,0.20224719101123595
"The Siege of Savannah in December, 1864, and the Confederate Operations in Georgia and the Third Military District of South Carolina During General Sherman's March from Atlanta to the Sea",neg,36.784511784511785,0.31734006734006737,0.36784511784511786,0.3148148148148148
Sketch of Cobb Legion Cavalry and Some Incidents and Scenes Remembered,pos,43.459915611814345,0.4345991561181435,0.42616033755274263,0.13924050632911392
"A Sketch of the Battle of Franklin, Tenn.; with Reminiscences of Camp Douglas",neg,45.21531100478469,0.36363636363636365,0.45215311004784686,0.18421052631578946
A Slaveholder's Daughter,pos,52.0951888256596,0.520951888256596,0.24728401448525608,0.23176409725814795
Social Life in Old New Orleans. Being Recollections of My Girlhood,pos,47.72036474164133,0.47720364741641336,0.23404255319148937,0.2887537993920973
Social Life in Old Virginia before the War,pos,66.89419795221842,0.6689419795221843,0.14675767918088736,0.18430034129692832
A Soldier's Recollections: Leaves from the Diary of a Young Confederate: With an Oration on the Motives and Aims of the Soldiers of the South,pos,42.63782274947662,0.4263782274947662,0.35031402651779486,0.22330774598743894
A Soldier's Story: Prison Life and Other Incidents in the War of 1861-'65,neg,49.03846153846153,0.32211538461538464,0.49038461538461536,0.1875
Some Reminiscences,pos,45.52075746540423,0.45520757465404227,0.32920611798980337,0.21558630735615442
The South in the Olden Time,pos,51.69491525423729,0.5169491525423728,0.3474576271186441,0.13559322033898305
A Southern Girl in '61: The War-Time Memories of a Confederate Senator's Daughter,pos,44.64148033924441,0.4464148033924441,0.3292212798766384,0.2243639167309175
The Southern Husband Outwitted by His Union Wife,pos,42.61682242990654,0.4261682242990654,0.3467289719626168,0.22710280373831776
A Southern Woman's War Time Reminiscences,pos,41.37291280148423,0.4137291280148423,0.3209647495361781,0.2653061224489796
The Story of a Confederate Boy in the Civil War,neg,49.461722488038276,0.3229665071770335,0.4946172248803828,0.18241626794258373
The Story of My Life or More Than a Half Century As I Have Lived and Seen It Lived Written by Myself at My Own Suggestion and That of Many Others Who Have Known and Loved Me,pos,52.860017246335154,0.5286001724633516,0.19028456453003736,0.2811152630066111
Ten Years on a Georgia Plantation Since the War,pos,51.118210862619804,0.5111821086261981,0.34345047923322686,0.14536741214057508
The Testimony of a Refugee from East Tennessee,pos,56.930693069306926,0.5693069306930693,0.32673267326732675,0.10396039603960396
Thirty Years a Slave: From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter,pos,41.019417475728154,0.41019417475728154,0.255663430420712,0.33414239482200647
Tupelo,pos,41.17234936945353,0.41172349369453526,0.38439981317141525,0.20387669313404952
"Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853",pos,44.20184376516254,0.4420184376516254,0.2702571567200388,0.28772440562833573
Twenty-Five Years in the Black Belt,pos,48.03843074459568,0.4803843074459568,0.2522017614091273,0.2674139311449159
"Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West",pos,50.90817356205852,0.5090817356205852,0.363773965691221,0.12714429868819374
Two Boys in the Civil War and After,neg,47.51630707476166,0.35022579026593076,0.47516307074761666,0.17461113898645259
"Two Diaries from Middle St. John's, Berkeley, South Carolina, February-May, 1865",neg,34.98498498498498,0.29429429429429427,0.34984984984984985,0.35585585585585583
Up from Slavery: An Autobiography,pos,55.409356725146196,0.554093567251462,0.21929824561403508,0.22660818713450293
The Valley Campaigns: Being the Reminiscences of a Non-Combatant While Between the Lines in the Shenandoah Valley During the War of the States,pos,41.605839416058394,0.41605839416058393,0.37741519965650494,0.20652640618291113
"A Virginia Girl in the Civil War, 1861-1865",pos,42.27877385772123,0.42278773857721225,0.29034123770965875,0.286871023713129
"War Days in Fayetteville, North Carolina: Reminiscences of 1861 to 1865",pos,38.88888888888889,0.3888888888888889,0.3374485596707819,0.2736625514403292
War Stories and School-Day Incidents for the Children,pos,33.872976338729764,0.33872976338729766,0.33499377334993774,0.32627646326276466
"The War-Time Journal of a Georgia Girl, 1864-1865",pos,45.24080394387562,0.4524080394387562,0.3553280242700038,0.19226393629124006
War-Time Sketches: Historical and Otherwise,pos,49.414519906323186,0.49414519906323184,0.3618266978922717,0.14402810304449648
"The War; ""Stonewall"" Jackson, His Campaigns, and Battles, the Regiment as I Saw Them",neg,39.705882352941174,0.3865546218487395,0.39705882352941174,0.21638655462184875
What Experience Has Taught Me: An Autobiography of Thomas William Burton,pos,53.01455301455301,0.5301455301455301,0.17671517671517672,0.29313929313929316
With Sabre and Scalpel; the Autobiography of a Soldier and Surgeon,pos,45.934065934065934,0.4593406593406593,0.34203296703296704,0.19862637362637361
"The Woman in Battle: A Narrative of the Exploits, Adventures, and Travels of Madame Loreta Janeta Velazquez, Otherwise Known as Lieutenant Harry T. Buford, Confederate States Army. In Which Is Given Full Descriptions of the Numerous Battles in which She Participated as a Confederate Officer; of Her Perilous Performances as a Spy, as a Bearer of Despatches, as a Secret-Service Agent, and as a Blockade-Runner; of Her Adventures Behind the Scenes at Washington, including the Bond Swindle; of her Career as a Bounty and Substitute Broker in New York; of Her Travels in Europe and South America; Her Mining Adventures on the Pacific Slope; Her Residence among the Mormons; Her Love Affairs, Courtships, Marriages, &amp;c., &amp;c.",pos,60.50367261280169,0.6050367261280168,0.2925498426023085,0.10241343126967471
A Woman Rice Planter,pos,53.37039610840861,0.5337039610840861,0.2876997915218902,0.17859624739402363
"A Woman's War Record, 1861-1865",pos,55.91836734693878,0.5591836734693878,0.3346938775510204,0.10612244897959183
"A Woman's Wartime Journal: an Account of the Passage over Georgia's Plantation of Sherman's Army on the March to the Sea, as Recorded in the Diary of Dolly Sumner Lunt (Mrs. Thomas Burge)",neg,35.019455252918284,0.245136186770428,0.35019455252918286,0.4046692607003891
